Sales Register-Itemwise
Date Range: ,From 15/12/2025 to 15/12/2025
Category: ,"All"
Sub Category: ,"All"
Product: ,"All"
UOM: ,"BASE UOM"
DS Type: ,"All"
Salesman: ,"All"
Beat: ,"All"
TL: ,"All"
Transaction Type: ,"All"
"Cagetory","Sub Category","Market SKU","Item Code","Item Name","Batch","PKD","Expiry","UOM","Invoice Qty","Sales Return Qty","MRP Per Pack","Goods Value","Gross Amount","Total Discount","Tax Group Amount","Total","HSNCode","Invoice No.","Sales Return","Invoice / SR  Date","Outlet ID","Outlet Name","Channel Type","Outlet Type","Loyalty Program","RCS ID","UID","DS Id","DS Name","DS Type","Beat","TL Id","TL Name","TL Type"
"03 BISCUIT","MP CREAM","BNC ORNG MST MRP10","FB303249T","BNC CREAM ORANGE 49.6+6.4GSF_FB303249T","B14181125-1-13320597","19/11/2025","17/05/2026","KG","0.6720","0.0000","9.0000","92.7876","92.7876","0.0000","4.6394","97.4270","19053100","I/25-26/055220","","15/12/2025","347SFA052500111","AAIJI SWEETS","Retail","Grocery","Retail Others","181205388633","C20220006280297","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"39 CHOCOLATES","SUNFEAST FANTASTIK","SFFNTSTKALMONDRS10","FCH51109TG","SF FANTASTIK CH ALMOND RS10_FCH51109TG","HA301-2-073129","29/10/2025","28/10/2026","KG","0.6240","0.0000","10.0000","415.5840","369.8688","45.7152","18.4934","388.3622","18069010","I/25-26/055220","","15/12/2025","347SFA052500111","AAIJI SWEETS","Retail","Grocery","Retail Others","181205388633","C20220006280297","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"05 CONFECTIONARY","SWD TOFFICHOO","TOFFICHOO SWD740G","FC4832L","CM TOFFICHOO STRAWBERRY 805G PJ_FC4832L","MTS240925","26/09/2025","18/03/2027","KG","0.8050","0.0000","175.0000","130.4159","130.4159","0.0000","6.5208","136.9367","17049020","I/25-26/055221","","15/12/2025","347SFA062500342","HANUMAN SUPER MARKET_230050","Retail","Grocery","Retail Others","181205419395","C20220006307458","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","BOUNCE BOURBON","BNC BOURBONCH05","FB221005T","BOUNCE BOURBON CHOCO 26G_FB221005T","B24191125-2-133156","20/11/2025","18/05/2026","KG","0.6240","0.0000","4.5000","92.0808","92.0808","0.0000","4.6040","96.6848","19053100","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","BOURBON","SF BRBN BLISS 10","FB207100","DARK FANTASY BOURBON 60G_FB207100","B08080925","15/10/2025","07/03/2026","KG","1.4400","0.0000","10.0000","184.1688","184.1688","0.0000","9.2084","193.3772","19053100","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DF FILLS","SFDF CHOCOFILLS 10","FB101005TB","DARK FANTASY CHOCO FILLS 20GNWLADI_FB101005TB","B11151125-1-13320597","16/11/2025","14/05/2026","KG","0.2000","0.0000","10.0000","86.5800","84.8480","1.7320","4.2424","89.0904","19053100","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MA LIGHT","SFMARIELT150","FB701350TA","SUNFEAST MARIE LGT ACTIVE 162G_FB701350TA","B13051125","06/11/2025","04/05/2026","KG","0.9720","0.0000","18.0000","91.5390","91.5390","0.0000","4.5770","96.1160","19053100","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC CHOC TWST RS10","FB301249T","BNC CREAM CHOCOTWIST 49.6+6.4G SF_FB301249T","B05311025-2-190147","01/11/2025","29/04/2026","KG","0.3360","0.0000","9.0000","46.3938","46.3938","0.0000","2.3196","48.7134","19053100","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC ELCHI DLT RS10","FB302249T","BNCCREAMELAICHIDELIGHT49.6+6.4GSF_FB302249T","B05221125-1-13320597","23/11/2025","21/05/2026","KG","0.3360","0.0000","9.0000","46.3938","46.3938","0.0000","2.3196","48.7134","19053100","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC ORNG MST MRP5","FB303149T","BNC CREAM ORANGE 24.8+3.2G_FB303149T","B14181125-2-163150","19/11/2025","17/05/2026","KG","0.3360","0.0000","4.5000","46.3932","46.3932","0.0000","2.3196","48.7128","19053100","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"22 NOODLES","MAGIC MASALA","MAGICMASALA45","FN1205TG","YIPPEE MAGICMASALA NOODLES 25.1G_FN1205TG","D03DEC25","03/12/2025","30/08/2026","KG","0.9036","0.0000","5.0000","160.3332","160.3332","0.0000","8.0166","168.3498","19023010","I/25-26/055222","","15/12/2025","347SFA112500456","MAHALAXMI KIRANA_230144","Retail","Grocery","Retail Class A","181205552261","C20220006436903","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","DF FILLS","SF DF CHO&NUTFL 75","FB101320M","DARKFANTASY CHO &NUT FILLS69G CBI_FB101320M","B11241125-2-073129","25/11/2025","23/05/2026","KG","0.6900","0.0000","140.0000","238.0968","238.0968","0.0000","11.9048","250.0016","19053100","I/25-26/055223","","15/12/2025","347SD068178","SHIV AARTI DAIRY","Retail","Grocery","Retail Others","181204509046","C20220005417506","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC CHOC TWST RS10","FB301249T","BNC CREAM CHOCOTWIST 49.6+6.4G SF_FB301249T","B05311025-2-190147","01/11/2025","29/04/2026","KG","0.3360","0.0000","9.0000","46.3938","46.3938","0.0000","2.3196","48.7134","19053100","I/25-26/055223","","15/12/2025","347SD068178","SHIV AARTI DAIRY","Retail","Grocery","Retail Others","181204509046","C20220005417506","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"03 BISCUIT","MP CREAM","BNC ELCHI DLT RS10","FB302249T","BNCCREAMELAICHIDELIGHT49.6+6.4GSF_FB302249T","B05221125-1-13320597","23/11/2025","21/05/2026","KG","0.3360","0.0000","9.0000","46.3938","46.3938","0.0000","2.3196","48.7134","19053100","I/25-26/055223","","15/12/2025","347SD068178","SHIV AARTI DAIRY","Retail","Grocery","Retail Others","181204509046","C20220005417506","34710","RUSHIKESH-9321844072-KASHIWALE","FOODS","All_Foods_Nevali_Sushil","347TL21","SANJAY MULEY","TL GR1"
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250086V","29/11/2025","01/01/2099","M_S","0.5000","0.0000","59.0000","1196.3150","1146.3090","50.0060","1416.2821","2562.5911","24022030","I/25-26/055224","","15/12/2025","347CG2017-553","COUNTER - SU-1","Retail","Convenience Outlet","Retail Others","180601698175","C20220004146577","34724","DS AMIR","Convenience Ds CDM","CON SUBHASH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V","27/11/2025","01/01/2099","M_S","0.1000","0.0000","170.0000","700.0000","670.7400","29.2600","846.2736","1517.0136","24022090","I/25-26/055224","","15/12/2025","347CG2017-553","COUNTER - SU-1","Retail","Convenience Outlet","Retail Others","180601698175","C20220004146577","34724","DS AMIR","Convenience Ds CDM","CON SUBHASH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTK10","4374","GFK RED FTK NBUNDLE 10RC-MH_4374","5H1250162T","01/11/2025","01/01/2099","M_S","0.1000","0.0000","170.0000","700.0000","670.7400","29.2600","846.2736","1517.0136","24022090","I/25-26/055224","","15/12/2025","347CG2017-553","COUNTER - SU-1","Retail","Convenience Outlet","Retail Others","180601698175","C20220004146577","34724","DS AMIR","Convenience Ds CDM","CON SUBHASH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055224","","15/12/2025","347CG2017-553","COUNTER - SU-1","Retail","Convenience Outlet","Retail Others","180601698175","C20220004146577","34724","DS AMIR","Convenience Ds CDM","CON SUBHASH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250246V-1-2304028","27/11/2025","01/01/2099","M_S","0.2000","0.0000","300.0000","1018.6320","976.0532","42.5788","1458.6740","2434.7272","24022090","I/25-26/055224","","15/12/2025","347CG2017-553","COUNTER - SU-1","Retail","Convenience Outlet","Retail Others","180601698175","C20220004146577","34724","DS AMIR","Convenience Ds CDM","CON SUBHASH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","0.2000","0.0000","100.0000","887.6680","853.2265","34.4415","830.9647","1684.1912","24022040","I/25-26/055225","","15/12/2025","347CG2017-129","COUNTER-VK-1","Retail","Convenience Outlet","Retail Others","180601704798","C20220000807560","34732","DS VIVEK","Convenience Ds Non-CDM","CON VIVEK CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250368U","14/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055225","","15/12/2025","347CG2017-129","COUNTER-VK-1","Retail","Convenience Outlet","Retail Others","180601704798","C20220000807560","34732","DS VIVEK","Convenience Ds Non-CDM","CON VIVEK CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","2.0000","0.0000","95.0000","8876.6800","8532.2648","344.4152","8309.6474","16841.9122","24022040","I/25-26/055225","","15/12/2025","347CG2017-129","COUNTER-VK-1","Retail","Convenience Outlet","Retail Others","180601704798","C20220000807560","34732","DS VIVEK","Convenience Ds Non-CDM","CON VIVEK CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","NCDELUXEFT10","4382","NC DLX FT 10BE(MD+NPCT)-FFT-MH_4382","7B8250065T","31/10/2025","01/01/2099","M_S","0.1000","0.0000","95.0000","443.8340","426.6132","17.2208","415.4823","842.0955","24022040","I/25-26/055225","","15/12/2025","347CG2017-129","COUNTER-VK-1","Retail","Convenience Outlet","Retail Others","180601704798","C20220000807560","34732","DS VIVEK","Convenience Ds Non-CDM","CON VIVEK CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size Filter","BRSPLDSFT10","3731","BRISTOL SPL FT NPCT-10BE-FFT_3731","591250058V","21/11/2025","01/01/2099","M_S","0.2000","0.0000","70.0000","650.2260","624.9972","25.2288","621.4491","1246.4463","24022030","I/25-26/055226","","15/12/2025","347CG2017-200","COUNTER-RM-1","Retail","Convenience Outlet","Retail Others","180601617602","C20220001164563","34726","DS MISHRA","Convenience Ds CDM","CON RAM CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","0.6000","0.0000","100.0000","2663.0040","2559.6794","103.3246","2492.8942","5052.5736","24022040","I/25-26/055226","","15/12/2025","347CG2017-200","COUNTER-RM-1","Retail","Convenience Outlet","Retail Others","180601617602","C20220001164563","34726","DS MISHRA","Convenience Ds CDM","CON RAM CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250368U","14/11/2025","01/01/2099","M_S","2.0000","0.0000","95.0000","8876.6800","8532.2648","344.4152","8309.6474","16841.9122","24022040","I/25-26/055226","","15/12/2025","347CG2017-200","COUNTER-RM-1","Retail","Convenience Outlet","Retail Others","180601617602","C20220001164563","34726","DS MISHRA","Convenience Ds CDM","CON RAM CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055226","","15/12/2025","347CG2017-200","COUNTER-RM-1","Retail","Convenience Outlet","Retail Others","180601617602","C20220001164563","34726","DS MISHRA","Convenience Ds CDM","CON RAM CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","1.5000","0.0000","95.0000","6657.5100","6399.1986","258.3114","6232.2355","12631.4341","24022040","I/25-26/055239","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055239","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","1.5000","0.0000","95.0000","6657.5100","6399.1986","258.3114","6232.2355","12631.4341","24022040","I/25-26/055239","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFTBL10","3523","GOLDFLAKE PRMBLUEFT 10BE-NPCT_3523","5B6250021V","18/11/2025","01/01/2099","M_S","0.3000","0.0000","95.0000","1331.5020","1279.8397","51.6623","1246.4472","2526.2869","24022040","I/25-26/055239","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250086V","29/11/2025","01/01/2099","M_S","0.5000","0.0000","59.0000","1196.3150","1146.3090","50.0060","1416.2821","2562.5911","24022030","I/25-26/055240","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250050V-1-1602315","28/11/2025","01/01/2099","M_S","0.1000","0.0000","170.0000","639.0460","612.3339","26.7121","808.8936","1421.2275","24022090","I/25-26/055240","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V","27/11/2025","01/01/2099","M_S","0.1000","0.0000","170.0000","700.0000","670.7400","29.2600","846.2736","1517.0136","24022090","I/25-26/055240","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTK10","3756","GFK RED NBUNDLE+NPCT1 10RC_3756","5H1250185W","09/12/2025","01/01/2099","M_S","0.1000","0.0000","170.0000","700.0000","670.7400","29.2600","846.2736","1517.0136","24022090","I/25-26/055240","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055240","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250246V-1-2304028","27/11/2025","01/01/2099","M_S","0.2000","0.0000","300.0000","1018.6320","976.0532","42.5788","1458.6740","2434.7272","24022090","I/25-26/055240","","15/12/2025","347CG2017-597","COUNTER - RJ","Retail","Convenience Outlet","Retail Others","180601710545","C20220001119908","34725","DS RAJESH JAISWAL","Convenience Ds CDM","CON RAJESH CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250086V","29/11/2025","01/01/2099","M_S","0.5000","0.0000","59.0000","1196.3150","1147.2661","49.0489","1416.5979","2563.8640","24022030","I/25-26/055241","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250050V-1-1602315","28/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1278.0920","1225.6902","52.4018","1618.4417","2844.1319","24022090","I/25-26/055241","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V","27/11/2025","01/01/2099","M_S","0.1000","0.0000","170.0000","700.0000","671.3000","28.7000","846.6320","1517.9320","24022090","I/25-26/055241","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTK10","3756","GFK RED NBUNDLE+NPCT1 10RC_3756","5H1250185W","09/12/2025","01/01/2099","M_S","0.1000","0.0000","170.0000","700.0000","671.3000","28.7000","846.6320","1517.9320","24022090","I/25-26/055241","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1342.6000","57.4000","1693.2640","3035.8640","24022090","I/25-26/055241","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250246V-1-2304028","27/11/2025","01/01/2099","M_S","0.2000","0.0000","300.0000","1018.6320","976.8681","41.7639","1459.1955","2436.0636","24022090","I/25-26/055241","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size Filter","BRSPLDSFT10","3731","BRISTOL SPL FT NPCT-10BE-FFT_3731","591250058V","21/11/2025","01/01/2099","M_S","0.3000","0.0000","70.0000","975.3390","937.4958","37.8432","932.1736","1869.6694","24022030","I/25-26/055242","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","0.4000","0.0000","100.0000","1775.3360","1706.4530","68.8830","1661.9295","3368.3825","24022040","I/25-26/055242","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","1.0000","0.0000","95.0000","4438.3400","4266.1324","172.2076","4154.8236","8420.9560","24022040","I/25-26/055242","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055242","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","1.5000","0.0000","95.0000","6657.5100","6399.1986","258.3114","6232.2355","12631.4341","24022040","I/25-26/055242","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFTBL10","3523","GOLDFLAKE PRMBLUEFT 10BE-NPCT_3523","5B6250021V","18/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055242","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","NCDELUXEFT10","4382","NC DLX FT 10BE(MD+NPCT)-FFT-MH_4382","7B8250065T","31/10/2025","01/01/2099","M_S","0.1000","0.0000","95.0000","443.8340","426.6132","17.2208","415.4823","842.0955","24022040","I/25-26/055242","","15/12/2025","347CG2017-145","COUNTER - ZK","Retail","Convenience Outlet","Retail Others","180601558222","C20220003989842","34781","DS ZAHIR KHAN","Convenience Ds CDM","CON RAHUL","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250086V","29/11/2025","01/01/2099","M_S","0.5000","0.0000","59.0000","1196.3150","1146.3090","50.0060","1416.2821","2562.5911","24022030","I/25-26/055243","","15/12/2025","347CG2017-52","COUNTER - JH-1","Retail","Convenience Outlet","Retail Others","180601702712","C20220003219027","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250050V-1-1602315","28/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1278.0920","1224.6678","53.4242","1617.7874","2842.4552","24022090","I/25-26/055243","","15/12/2025","347CG2017-52","COUNTER - JH-1","Retail","Convenience Outlet","Retail Others","180601702712","C20220003219027","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V","27/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055243","","15/12/2025","347CG2017-52","COUNTER - JH-1","Retail","Convenience Outlet","Retail Others","180601702712","C20220003219027","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
